frame,tracker_id,label,score,x,y,xx,xy
24,3,Nanomia bijuga,0.8438131213188171,0.41241106390953064,0.07002672266077112,0.43005456030368805,0.1840300100821036
25,3,Nanomia bijuga,0.7601654529571533,0.41201700270175934,0.06734178331163194,0.43024224042892456,0.18024058871799045
26,3,Nanomia bijuga,0.7864963412284851,0.4116408973932266,0.06067828425654659,0.42972616851329803,0.17839930499041523
27,3,Nanomia bijuga,0.7947580814361572,0.41038310527801514,0.0563574508384422,0.4291326627135277,0.1723896309181496
28,3,Nanomia bijuga,0.7668046951293945,0.4092427268624306,0.05178662759286386,0.4293176531791687,0.1706139882405599
28,2,Euphausiacea,0.5546181797981262,0.5376130044460297,0.48343398482711225,0.5649757832288742,0.5135561060022424
29,3,Nanomia bijuga,0.8413643836975098,0.40838146209716797,0.042064373581497755,0.4285801947116852,0.16825589780454284
29,2,Euphausiacea,0.7417718172073364,0.5383322983980179,0.4802774358678747,0.5694234669208527,0.5156810336642795
30,3,Nanomia bijuga,0.8265230655670166,0.4084596559405327,0.039521362163402414,0.4275299608707428,0.15872166951497396
30,2,Euphausiacea,0.6997287273406982,0.541871964931488,0.4800418571189598,0.5708590596914291,0.5146745469835069
31,3,Nanomia bijuga,0.810374915599823,0.40781180560588837,0.036782561408148874,0.4262080118060112,0.1536738360369647
31,2,Euphausiacea,0.7605485320091248,0.5411974638700485,0.4808722178141276,0.5722095668315887,0.516749855324074
32,3,Nanomia bijuga,0.75675368309021,0.4066241756081581,0.0302548090616862,0.425442099571228,0.15533058731644242
32,2,Euphausiacea,0.7894824147224426,0.5418389737606049,0.4820504082573785,0.5727101862430573,0.5181812710232205
33,3,Nanomia bijuga,0.7279406785964966,0.40590810775756836,0.026425354569046586,0.424431636929512,0.15237275582772714
33,2,Euphausiacea,0.5250574350357056,0.5458491146564484,0.48103357950846354,0.5743671506643295,0.5165902596932871
34,3,Nanomia bijuga,0.6163554191589355,0.40514758974313736,0.020831000363385237,0.4232892096042633,0.1446734110514323
34,2,Euphausiacea,0.731407880783081,0.5518324971199036,0.48182094715259693,0.5754042118787766,0.5096923545554832
35,3,Nanomia bijuga,0.5144364237785339,0.40451955050230026,0.016098894896330658,0.4224022552371025,0.14705509609646267
35,2,Euphausiacea,0.7047877311706543,0.5507367253303528,0.4819994749846282,0.5762972831726074,0.5119946515118634
36,2,Euphausiacea,0.8554940223693848,0.5568048506975174,0.4825223569516782,0.5781433135271072,0.5159482602719907
36,3,Nanomia bijuga,0.3904538154602051,0.40323547273874283,0.012437475169146502,0.4212467148900032,0.1337249473289207
37,2,Euphausiacea,0.7881168127059937,0.5601164400577545,0.4822588320131655,0.5797915160655975,0.5206797281901042
37,3,Nanomia bijuga,0.25007373094558716,0.40257522463798523,0.009304251494231048,0.4206196665763855,0.12998660052264177
38,2,Euphausiacea,0.8178483843803406,0.5638335198163986,0.4820000542534722,0.5818798393011093,0.5145595974392361
39,2,Euphausiacea,0.8582642674446106,0.5652339458465576,0.483607256854022,0.5833904445171356,0.5149142795138889
40,2,Euphausiacea,0.856961190700531,0.5667566508054733,0.4818741551151982,0.58606818318367,0.5153802942346644
41,2,Euphausiacea,0.8585929870605469,0.5681309103965759,0.4858035334834346,0.5865352004766464,0.516431313973886
42,2,Euphausiacea,0.7818127274513245,0.570396825671196,0.48647451047544127,0.5885160267353058,0.5168995327419705
48,4,Euphausiacea,0.6328882575035095,0.4588935375213623,0.37051877622251156,0.47514042258262634,0.39892880475079573
49,4,Euphausiacea,0.6511587500572205,0.4586316645145416,0.3692975644712095,0.47470493614673615,0.39767800790292246
50,4,Euphausiacea,0.6462602615356445,0.45836667716503143,0.36806521945529513,0.4747707098722458,0.39834122834382235
51,4,Euphausiacea,0.7290320992469788,0.4582217335700989,0.36849026150173614,0.474065437912941,0.3968080308702257
52,4,Euphausiacea,0.7224714159965515,0.45742272585630417,0.3675173724139178,0.473651185631752,0.3960093745478877
53,4,Euphausiacea,0.7182769775390625,0.457354299724102,0.3662131980613426,0.4733346104621887,0.39529198540581595
54,4,Euphausiacea,0.6894435286521912,0.4564595893025398,0.3657351458514178,0.4726577550172806,0.39451686717845774
54,5,Nanomia bijuga,0.6251328587532043,0.6588878035545349,0.5199291087962963,0.6884880363941193,0.5449738113968461
55,4,Euphausiacea,0.7637017369270325,0.4560953453183174,0.36518354062680847,0.47175051271915436,0.393223797833478
55,5,Nanomia bijuga,0.6670375466346741,0.6598199009895325,0.5220650566948785,0.6904616355895996,0.5450854831271701
56,4,Euphausiacea,0.7805884480476379,0.4558645412325859,0.36431551332826967,0.47106319665908813,0.3922484503851997
56,5,Nanomia bijuga,0.7415651082992554,0.6617322079837322,0.5234547650372541,0.698044940829277,0.5495976200810185
57,4,Euphausiacea,0.853531539440155,0.4554157629609108,0.3624284814905237,0.4703325629234314,0.3915795502839265
57,5,Nanomia bijuga,0.7569718360900879,0.6666630506515503,0.5254161128291377,0.7007158398628235,0.5489432440863715
58,4,Euphausiacea,0.8195961117744446,0.45489703863859177,0.3612452189127604,0.4713347405195236,0.39380628797743056
58,5,Nanomia bijuga,0.7502626776695251,0.6703703589737415,0.5261947066695601,0.706386499106884,0.5528508786801939
59,4,Euphausiacea,0.791496992111206,0.45461712032556534,0.36038456669560187,0.46976538002491,0.3899876629864728
59,5,Nanomia bijuga,0.6128495931625366,0.6721057891845703,0.5274080629701967,0.7082135155797005,0.5532041761610244
60,5,Nanomia bijuga,0.70824134349823,0.6762112230062485,0.5287637781213831,0.7125651314854622,0.5546847308123554
60,4,Euphausiacea,0.8471133708953857,0.45347360521554947,0.35889431988751447,0.46977628767490387,0.3880838747377749
61,5,Nanomia bijuga,0.6720954775810242,0.6785184592008591,0.5303010163483797,0.7146976068615913,0.5559707641601562
61,4,Euphausiacea,0.8393775820732117,0.4529469385743141,0.35768058918140555,0.46937449276447296,0.3868703771520544
62,4,Euphausiacea,0.8776333332061768,0.45271725207567215,0.3574474758572049,0.4687262773513794,0.3863386648672598
62,6,Nanomia bijuga,0.5086123943328857,0.5741576850414276,0.5311997025101273,0.5901808142662048,0.5840475576895254
62,5,Nanomia bijuga,0.7763194441795349,0.6810871735215187,0.5315157854998553,0.7211194038391113,0.5583016289605035
63,4,Euphausiacea,0.8880012631416321,0.45129329711198807,0.3555103443287037,0.4687219113111496,0.3855083606861256
63,5,Nanomia bijuga,0.784649670124054,0.6833772286772728,0.532972491229022,0.7245224043726921,0.559812249077691
63,6,Nanomia bijuga,0.4751490354537964,0.5731561481952667,0.5240579393174913,0.5921067893505096,0.5864019040708188
64,4,Euphausiacea,0.8862665891647339,0.4503932073712349,0.35400305853949654,0.46836939454078674,0.3838715164749711
64,6,Nanomia bijuga,0.4765705466270447,0.5741027891635895,0.5280063770435475,0.5923382639884949,0.5857200339988425
64,5,Nanomia bijuga,0.7714819312095642,0.6890751793980598,0.5346662168149595,0.7338452041149139,0.562959063494647
65,4,Euphausiacea,0.8837749361991882,0.4497986063361168,0.35291869552047167,0.4669799208641052,0.3828367445203993
65,6,Nanomia bijuga,0.5236114859580994,0.5740772038698196,0.524756763599537,0.5921414494514465,0.5863319679542824
65,5,Nanomia bijuga,0.7913058996200562,0.6916801407933235,0.5349140308521412,0.7362340539693832,0.5643142135054977
66,4,Euphausiacea,0.8908168077468872,0.44874490797519684,0.3508889940049913,0.46668315678834915,0.3817905002170139
66,6,Nanomia bijuga,0.5087164044380188,0.5731873512268066,0.523164141619647,0.592892974615097,0.5815395213939526
66,5,Nanomia bijuga,0.8072525262832642,0.6947667673230171,0.537518056233724,0.739047572016716,0.5668664720323351
67,4,Euphausiacea,0.896780252456665,0.4487554579973221,0.35005775734230327,0.4652961865067482,0.38066174542462383
67,6,Nanomia bijuga,0.4014868438243866,0.5734842717647552,0.5169430768048322,0.5928787887096405,0.5848840784143519
67,5,Nanomia bijuga,0.7880171537399292,0.6991271749138832,0.5399807117603443,0.7409283965826035,0.5689578303584346
68,4,Euphausiacea,0.8914467096328735,0.44822705537080765,0.3486692923086661,0.46509314328432083,0.3803735238534433
68,5,Nanomia bijuga,0.7910920977592468,0.7052943333983421,0.5427728723596643,0.7489434033632278,0.5739132351345486
68,6,Nanomia bijuga,0.4937168061733246,0.5743942260742188,0.5199544835973668,0.592918336391449,0.5821496186433015
69,4,Euphausiacea,0.8891282081604004,0.44766809791326523,0.3460918285228588,0.4645218253135681,0.3804003680193866
69,6,Nanomia bijuga,0.6884453892707825,0.5752808451652527,0.5222202724880642,0.593067467212677,0.5803489402488425
69,5,Nanomia bijuga,0.6806060671806335,0.6999628990888596,0.5439013163248698,0.752540647983551,0.5752899169921875
70,4,Euphausiacea,0.9080531001091003,0.44639766961336136,0.3437328338623047,0.4633800834417343,0.3788454974139178
70,6,Nanomia bijuga,0.6617215275764465,0.5759975016117096,0.5261058666087963,0.5943236351013184,0.5810783951370805
70,5,Nanomia bijuga,0.7567740082740784,0.7120791599154472,0.5468086242675781,0.7623651772737503,0.5790515193232784
71,4,Euphausiacea,0.9133608937263489,0.44511039555072784,0.3393238138269495,0.46237006038427353,0.37762156592475044
71,6,Nanomia bijuga,0.44892582297325134,0.5768223255872726,0.5253098664460358,0.595017671585083,0.5844616360134549
71,5,Nanomia bijuga,0.7754255533218384,0.7126238197088242,0.5481429488570602,0.760631337761879,0.5774176986129196
72,4,Euphausiacea,0.9147420525550842,0.4437348023056984,0.33713588714599607,0.4608486443758011,0.3749362239131221
72,6,Nanomia bijuga,0.5770838260650635,0.5761287808418274,0.5213961283365885,0.5949798822402954,0.5857744852701823
72,5,Nanomia bijuga,0.8359864354133606,0.7199944332242012,0.5518091272424769,0.7694801688194275,0.5820752461751302
73,7,Euphausiacea,0.5926282405853271,0.36236771941185,0.45403091995804395,0.3758454918861389,0.4839580394603588
73,4,Euphausiacea,0.9175353050231934,0.442460760474205,0.33657843271891275,0.4600980803370476,0.37310350206163195
73,6,Acanthamunnopsis milleri,0.42137792706489563,0.5760340541601181,0.5192383377640336,0.5949649512767792,0.5834655196578414
73,5,Nanomia bijuga,0.7288795709609985,0.7255102246999741,0.5539057696307147,0.7745364010334015,0.5837717126916956
74,7,Euphausiacea,0.5043375492095947,0.35962853766977787,0.4555961326316551,0.37412526458501816,0.48491764775028934
74,4,Euphausiacea,0.923515796661377,0.44177452474832535,0.3364331704598886,0.45920486003160477,0.3712329652574327
74,6,Nanomia bijuga,0.5685076713562012,0.5752677768468857,0.520841160526982,0.5954351127147675,0.5821874830457899
74,5,Nanomia bijuga,0.7916384339332581,0.7307871729135513,0.5556503861038773,0.7774355113506317,0.5849338672779224
75,7,Euphausiacea,0.6708309054374695,0.3574581444263458,0.4557883651168258,0.371970534324646,0.4846311781141493
75,4,Euphausiacea,0.9231733679771423,0.4405856728553772,0.33370289979157625,0.45824797451496124,0.3689901846426505
75,6,Chaetognatha,0.47852838039398193,0.5765414983034134,0.5265786630135996,0.5958876013755798,0.5779469807942709
75,5,Nanomia bijuga,0.8320834636688232,0.7361061871051788,0.5576848913122107,0.7842944413423538,0.5881036829065394
76,7,Euphausiacea,0.7145199775695801,0.35515788197517395,0.45551930180302375,0.36954811215400696,0.48506848370587385
76,6,Nanomia bijuga,0.39263662695884705,0.5779028683900833,0.5307865849247685,0.5959228873252869,0.583415052625868
76,5,Nanomia bijuga,0.7675413489341736,0.7408039569854736,0.5609799985532408,0.7898833304643631,0.5899074978298611
76,4,Euphausiacea,0.9276047348976135,0.4393990933895111,0.33206906495270905,0.45719345659017563,0.3663616392347548
77,7,Euphausiacea,0.7335464358329773,0.3528130352497101,0.4560125845449942,0.36702340841293335,0.48542842158564814
77,4,Euphausiacea,0.923886239528656,0.43816178292036057,0.33020366386131006,0.4559945911169052,0.36542716556125215
77,6,Nanomia bijuga,0.6379625797271729,0.5777838379144669,0.5285801357693143,0.5970313847064972,0.5866987157751012
77,5,Nanomia bijuga,0.8046482801437378,0.7455188482999802,0.563019448739511,0.7956807911396027,0.593202887641059
78,7,Euphausiacea,0.7022067904472351,0.3498159646987915,0.4572909884982639,0.3643101751804352,0.485509858308015
78,6,Nanomia bijuga,0.6922593712806702,0.5782104134559631,0.5306403266059028,0.5985360145568848,0.5901546336986401
78,5,Nanomia bijuga,0.7743680477142334,0.7523113638162613,0.5672005547417535,0.8026033192873001,0.5965686374240451
78,4,Euphausiacea,0.9182186722755432,0.4366493970155716,0.32713661193847654,0.4554058760404587,0.3637327123571325
79,7,Euphausiacea,0.7647113800048828,0.34767624735832214,0.4578335514775029,0.36155709624290466,0.48590172661675346
79,6,Nanomia bijuga,0.6652082204818726,0.5773653239011765,0.5302847968207465,0.5987822413444519,0.5792463514539931
79,4,Euphausiacea,0.9231727719306946,0.43532029539346695,0.32462955757423684,0.45386046171188354,0.36103538230613424
79,5,Nanomia bijuga,0.81218022108078,0.7574837058782578,0.5702167087131076,0.8127271234989166,0.5993865684226707
80,7,Euphausiacea,0.8127655982971191,0.3447457551956177,0.4557059959129051,0.3590957820415497,0.48668088559751155
80,6,Nanomia bijuga,0.5995790958404541,0.5789124369621277,0.5308243362991898,0.5983473658561707,0.5800613403320313
80,4,Euphausiacea,0.9220929741859436,0.4342920258641243,0.3233957573219582,0.4525323286652565,0.35824851283320674
80,5,Nanomia bijuga,0.7712785005569458,0.7637052983045578,0.5727590490270544,0.8165192753076553,0.6037491409866899
81,7,Euphausiacea,0.832262396812439,0.34081214666366577,0.45428346704553674,0.3564903140068054,0.4870282349763093
81,4,Euphausiacea,0.9237126708030701,0.4328891187906265,0.3201996979890046,0.4507267624139786,0.3559272766113281
81,6,Chaetognatha,0.6272788643836975,0.5796343386173248,0.5312707406503183,0.5993061363697052,0.5768461721914786
81,5,Nanomia bijuga,0.8112848997116089,0.770015299320221,0.5761659975405092,0.8262352794408798,0.6064531679506655
82,6,Nanomia bijuga,0.5693774819374084,0.5801073014736176,0.5322980527524594,0.6002804636955261,0.5782215259693287
82,7,Euphausiacea,0.8193727731704712,0.3381170928478241,0.4568404021086516,0.3531695604324341,0.48613154093424477
82,4,Euphausiacea,0.9191363453865051,0.4309193342924118,0.31674926192672165,0.4494253173470497,0.3545148354989511
82,5,Nanomia bijuga,0.8338415622711182,0.7754826694726944,0.5794709099663629,0.8349143713712692,0.6109376130280672
83,6,Nanomia bijuga,0.571894109249115,0.5788219124078751,0.5316650390625,0.600642055273056,0.5767583211263021
83,7,Euphausiacea,0.8560216426849365,0.3348906636238098,0.456955408166956,0.34995952248573303,0.48670258698640045
83,4,Euphausiacea,0.9237003922462463,0.4291119650006294,0.3133311801486545,0.44740426540374756,0.3500203591805917
83,5,Nanomia bijuga,0.8481252193450928,0.7821768075227737,0.5821374963831019,0.8436320275068283,0.6160844873498987
84,6,Nanomia bijuga,0.435886949300766,0.5798611044883728,0.5323990433304399,0.6010007262229919,0.5783917462384259
84,5,Nanomia bijuga,0.8695192933082581,0.7884133607149124,0.5848392062717014,0.8597747087478638,0.6212501808449075
84,7,Euphausiacea,0.8743281960487366,0.33097201585769653,0.45633327342845775,0.3475693166255951,0.48731488828305847
84,4,Euphausiacea,0.9294677376747131,0.42685753107070923,0.30865095633047596,0.4457565248012543,0.3478379284894025
85,6,Nanomia bijuga,0.6528790593147278,0.5801680982112885,0.5331522623697916,0.6020363867282867,0.5775842172128183
85,7,Euphausiacea,0.8792711496353149,0.326739639043808,0.4561659918891059,0.34388068318367004,0.4872549268934462
85,4,Euphausiacea,0.8847126960754395,0.421942301094532,0.3126376681857639,0.44246403127908707,0.3381378950896087
85,5,Nanomia bijuga,0.8259437084197998,0.7970887422561646,0.59039631596318,0.8626163303852081,0.6229847095630787
86,7,Euphausiacea,0.8106085062026978,0.3235626816749573,0.4571086742259838,0.3403942883014679,0.4872017189308449
86,6,Nanomia bijuga,0.709510862827301,0.5796483308076859,0.5329802336516204,0.6025077700614929,0.577914880823206
86,5,Nanomia bijuga,0.8464131951332092,0.8049716502428055,0.5951957702636719,0.8813962936401367,0.6293297661675348
87,6,Nanomia bijuga,0.7214028239250183,0.5800249725580215,0.5342781349464699,0.6028170585632324,0.577539966724537
87,5,Nanomia bijuga,0.8139891028404236,0.8129400163888931,0.59981039541739,0.883819580078125,0.6332398591218171
87,7,Euphausiacea,0.8978945016860962,0.32039356231689453,0.45591710408528646,0.33709731698036194,0.48734601338704425
88,6,Nanomia bijuga,0.7898688912391663,0.580212727189064,0.5343664663809317,0.603582352399826,0.5791273328993055
88,5,Nanomia bijuga,0.8175791501998901,0.822382465004921,0.6040538646556713,0.8955239653587341,0.6381123295536748
88,7,Euphausiacea,0.8576757311820984,0.31761622428894043,0.45613591229474104,0.3331410586833954,0.4872290575945819
89,6,Nanomia bijuga,0.819675862789154,0.5793691426515579,0.5338229709201389,0.604698657989502,0.5800775033456308
89,5,Nanomia bijuga,0.6950727105140686,0.8315414488315582,0.6086298059534143,0.907092273235321,0.6423398053204572
89,7,Euphausiacea,0.8601862192153931,0.313231885433197,0.45555058232060186,0.3297952711582184,0.48765527230721933
90,6,Nanomia bijuga,0.7795948386192322,0.5797687917947769,0.5348099320023149,0.6048910319805145,0.5791767261646412
90,5,Nanomia bijuga,0.7394324541091919,0.8414541184902191,0.6127654464156539,0.9207375943660736,0.6482439394350406
90,7,Euphausiacea,0.8993707299232483,0.30976638197898865,0.45593740675184463,0.3255733549594879,0.4872226149947555
91,6,Nanomia bijuga,0.7402485609054565,0.5797286480665207,0.5347266868308739,0.6052648723125458,0.5811168529369213
91,5,Nanomia bijuga,0.799542248249054,0.8508674055337906,0.6188020494249132,0.9352874159812927,0.6554000289351852
91,7,Euphausiacea,0.8877658843994141,0.3051207959651947,0.4545588175455729,0.3215724229812622,0.48780425742820455
92,7,Euphausiacea,0.8946598172187805,0.30122894048690796,0.45505139386212384,0.31695088744163513,0.48821213333695024
92,6,Nanomia bijuga,0.7767754793167114,0.5794089585542679,0.5346731115270544,0.6059026718139648,0.5792701438621238
92,5,Nanomia bijuga,0.6981783509254456,0.8613487780094147,0.6241972746672454,0.9484696090221405,0.6601729781539352
93,6,Nanomia bijuga,0.8145378232002258,0.5776277482509613,0.5346319127965856,0.6068581938743591,0.578530036078559
93,5,Nanomia bijuga,0.723902702331543,0.8721629679203033,0.6302001387984665,0.9652028381824493,0.6677741721824363
93,7,Euphausiacea,0.8999617099761963,0.29625487327575684,0.4548331790500217,0.3124551773071289,0.48865510446053967
94,6,Nanomia bijuga,0.8133440613746643,0.5782506465911865,0.534942626953125,0.6085251569747925,0.5810397112811053
94,7,Euphausiacea,0.8965603709220886,0.29116880893707275,0.45448328653971354,0.30773308873176575,0.48906752974898726
94,8,sinker,0.47779279947280884,0.6723756790161133,0.31948041562680846,0.694556325674057,0.3507409837510851
94,5,Nanomia bijuga,0.6002241373062134,0.878864049911499,0.6340597929777922,0.9796561598777771,0.6750573617440683
95,6,Nanomia bijuga,0.8243241906166077,0.5786172300577164,0.5351589061595775,0.6099125742912292,0.5832051595052083
95,8,sinker,0.5028626322746277,0.6728683412075043,0.31948024608470776,0.6951475143432617,0.35134992246274593
95,7,Euphausiacea,0.8670973181724548,0.285500168800354,0.45500122352882666,0.30294090509414673,0.48995361328125
95,5,Nanomia bijuga,0.37429147958755493,0.8932444751262665,0.643126141583478,0.9937379360198975,0.683187272813585
96,6,Nanomia bijuga,0.8266004323959351,0.5784101784229279,0.536442283347801,0.6112385988235474,0.5821003101490162
96,8,sinker,0.3354294002056122,0.677413821220398,0.3189145123517072,0.6970518231391907,0.3484384324815538
96,7,Euphausiacea,0.895270824432373,0.2800709307193756,0.45390168649178964,0.29819390177726746,0.490541104917173
97,6,Nanomia bijuga,0.8026392459869385,0.5792684853076935,0.5371313589590567,0.6110500991344452,0.5799550374348958
97,8,sinker,0.4831985533237457,0.6797894239425659,0.31685112847222224,0.6993615627288818,0.347614825213397
97,7,Euphausiacea,0.8872595429420471,0.274299681186676,0.45368645279495806,0.2924653887748718,0.4917656933819806
98,6,Nanomia bijuga,0.7323550581932068,0.5792599469423294,0.537733233416522,0.6126249432563782,0.5784164428710937
98,8,sinker,0.6558776497840881,0.6821190714836121,0.315748370135272,0.7007348537445068,0.34662489714445893
98,7,Euphausiacea,0.9009081721305847,0.2682037949562073,0.45372354012948496,0.28634488582611084,0.49353811475965714
99,6,Nanomia bijuga,0.7697020173072815,0.5805265456438065,0.5369653207284433,0.6118684709072113,0.5788427282262731
99,8,sinker,0.7179837822914124,0.6844011843204498,0.3140668798376013,0.7030107378959656,0.3454613862214265
100,6,Nanomia bijuga,0.739644467830658,0.58114093542099,0.5371571293583622,0.6130630373954773,0.5782643636067708
100,8,sinker,0.5455131530761719,0.6857922375202179,0.31174756156073674,0.7059684097766876,0.34486031708893955
101,6,Nanomia bijuga,0.8109601736068726,0.5818237364292145,0.5386267485441985,0.6131396293640137,0.5776686491789641
101,8,sinker,0.5471727252006531,0.6868622004985809,0.3079188028971354,0.7100209891796112,0.3440378895512334
102,6,Nanomia bijuga,0.815532386302948,0.5812416821718216,0.5380948667173032,0.6138019859790802,0.5779392383716725
102,8,sinker,0.5233650207519531,0.6892647743225098,0.3058545607107657,0.7164417207241058,0.34324568289297597
103,6,Nanomia bijuga,0.8423993587493896,0.5813445895910263,0.5390059859664352,0.6151826977729797,0.5784022295916522
103,8,sinker,0.4310092031955719,0.6902337670326233,0.3017986156322338,0.7211467623710632,0.3408807260018808
104,8,sinker,0.39150184392929077,0.691465824842453,0.302640872531467,0.7232297956943512,0.3384966532389323
104,6,Nanomia bijuga,0.8174871802330017,0.5816236585378647,0.5383833991156683,0.6166828870773315,0.5792098433883102
105,6,Nanomia bijuga,0.7716369032859802,0.580840215086937,0.5381685892740885,0.6167730689048767,0.5791640105070891
106,8,sinker,0.440079003572464,0.6960133612155914,0.30375309696903935,0.7162437438964844,0.3378776550292969
106,6,Nanomia bijuga,0.8185839653015137,0.5831589996814728,0.5401346842447917,0.6197174191474915,0.5825105455186632
107,6,Nanomia bijuga,0.7431726455688477,0.5841317772865295,0.540711099130136,0.61992147564888,0.5809501082808883
108,8,sinker,0.4744424819946289,0.7007785737514496,0.30365385832609953,0.7176266610622406,0.3353570443612558
108,6,Nanomia bijuga,0.7467060685157776,0.5838156640529633,0.5404039171006945,0.6216667592525482,0.5821875678168402
109,6,Nanomia bijuga,0.7648511528968811,0.5852290838956833,0.5411779898184317,0.6206908822059631,0.5809001216182003
109,8,sinker,0.5063828229904175,0.7032984867691994,0.3025122183340567,0.7188602089881897,0.3344262864854601
110,8,sinker,0.49048739671707153,0.7041075006127357,0.300111813015408,0.7216960191726685,0.3341232864945023
110,6,Nanomia bijuga,0.7574195861816406,0.5847118496894836,0.5401705989131221,0.6233709752559662,0.584172934072989
111,6,Nanomia bijuga,0.6699593663215637,0.5848715007305145,0.5403550607186777,0.6243968904018402,0.5842925742820457
111,8,sinker,0.5333451628684998,0.706224799156189,0.2988549726980704,0.7238849997520447,0.3320921014856409
112,8,sinker,0.4126168191432953,0.7087481617927551,0.29663252653899014,0.726568877696991,0.3297636809172454
112,6,Nanomia bijuga,0.5436778664588928,0.5854818224906921,0.5411874841760707,0.6214741468429565,0.58065835458261
113,6,Chaetognatha,0.6320999264717102,0.5849201530218124,0.5395430670844183,0.6210326850414276,0.5800050240975839
113,8,sinker,0.5595628023147583,0.7095793783664703,0.2948733329772949,0.7283351421356201,0.32944811361807363
114,6,Nanomia bijuga,0.7086859941482544,0.5853085368871689,0.5389650132921007,0.6227076053619385,0.5809624565972222
114,8,sinker,0.3491502106189728,0.7125182151794434,0.2938847294560185,0.73106949031353,0.3274625424985532
115,8,sinker,0.5985795259475708,0.7129875421524048,0.2891787423027886,0.732408732175827,0.3264820664017289
116,6,Nanomia bijuga,0.7786985635757446,0.5860200226306915,0.5364369710286458,0.6250371634960175,0.5822893495912905
116,8,sinker,0.3364046514034271,0.7167217805981636,0.2896843804253472,0.7347590774297714,0.32339050858109086
117,6,Nanomia bijuga,0.7594631314277649,0.586789071559906,0.5387107566550926,0.6256726384162903,0.58351400869864
117,8,sinker,0.4296885132789612,0.719048410654068,0.28859803941514756,0.736643373966217,0.3227583708586516
118,6,Nanomia bijuga,0.8330675363540649,0.5870194584131241,0.5385269730179398,0.6253803968429565,0.5822497897677952
118,8,sinker,0.49007925391197205,0.7215127721428871,0.2867454528808594,0.7391913831233978,0.3202164261429398
119,9,Euphausiacea,0.8544294238090515,0.7105830609798431,0.7032925075954861,0.7325544357299805,0.7407913208007812
119,6,Nanomia bijuga,0.8437215089797974,0.5872920155525208,0.5366264625831887,0.62567138671875,0.5813158953631365
119,8,sinker,0.4456157684326172,0.7237631231546402,0.2842089900264034,0.74183090031147,0.31864505343967015
120,9,Euphausiacea,0.9068437218666077,0.7086523175239563,0.7126898871527778,0.7323770225048065,0.7409904762550636
